vertical,city,businessName,phone,address,rating,reviewCount,website,company_number,company_name,company_status,company_type,incorporation_date,sic_codes,registered_address,accounts_next_due,confirmation_next_due,has_charges,has_insolvency,directors_count,directors,director_nationalities,psc_count,psc_names,psc_control_types,total_filings,filing_types,last_filing,company_age_days,is_active,is_limited
electrician,Manchester,KHL Electrical Contractors - Manchester,07458 947688,,4.8,78,http://www.khlelectricalcontractors.co.uk/,15734306,KHL ELECTRICAL CONTRACTORS LTD,active,ltd,2024-05-22,43210,"Suite 3 - First Floor , Hexagon House Cheadle SK8 1NZ",2027-02-28,2027-05-13,False,False,1,"KHALILI, Saeed (since 2024-05-22)",British,1,Mr Saeed Khalili,ownership-of-shares-75-to-100-percent; voting-rights-75-to-100-percent; right-to-appoint-and-remove-directors,4,"{""confirmation-statement"": 2, ""accounts"": 1, ""incorporation"": 1}",2026-05-26,854,1,1
electrician,Manchester,AK Electrical Services,07888 731205,"Brooklyn Ave, Manchester, M16 0BY",5,279,http://akelectricians.co.uk/,12536265,AK ELECTRICAL SERVICES LIMITED,active,ltd,2020-03-26,43210,12 Brooklyn Avenue Manchester M16 0BY,2026-12-31,2027-04-04,False,False,1,"KHAN, Abdullah (since 2020-03-26)",British,1,Mr Abdullah Khan,ownership-of-shares-75-to-100-percent; voting-rights-75-to-100-percent; right-to-appoint-and-remove-directors,14,"{""confirmation-statement"": 7, ""accounts"": 5, ""address"": 1, ""incorporation"": 1}",2026-07-17,2372,1,1
electrician,Manchester,Plug Electrical Services,07943 095215,"9 Selborne Rd, Chorlton-cum-Hardy, Manchester, M21 0BL",5,145,https://plugelectrical.uk/,13817926,THE PLUG ELECTRICAL SERVICES LTD,dissolved,ltd,2021-12-24,43210,74 Bristol Street Birmingham B5 7AH,,,False,False,1,"LO, Jordan (since 2021-12-24)",British,1,Jordan Lo,ownership-of-shares-75-to-100-percent; voting-rights-75-to-100-percent; right-to-appoint-and-remove-directors,8,"{""gazette"": 2, ""accounts"": 2, ""confirmation-statement"": 2, ""address"": 1, ""incorporation"": 1}",2025-05-27,1734,0,1
electrician,Manchester,MAP Electrical,07466 889440,"104 Wilbraham Rd, Fallowfield, Manchester, M14 7DR",5,127,http://www.mapelectrical.co.uk/,04868162,MAP ELECTRICAL LTD,dissolved,ltd,2003-08-15,47540,F A SIMMS & PARTNERS LIMITED Lutterworth LE17 5FB,,,True,True,3,"JAMES, Michael John (since 2020-06-12); USATOVA, Yana (since 2020-07-02); ROBERTS, Adrian (since 2003-08-15)",British; United Kingdom,1,Mr Adrian Roberts,ownership-of-shares-75-to-100-percent,25,"{""gazette"": 1, ""insolvency"": 6, ""address"": 1, ""resolution"": 1, ""officers"": 3, ""accounts"": 6, ""confirmation-statement"": 4, ""mortgage"": 1, ""annual-return"": 2}",2022-12-20,8440,0,1
electrician,Manchester,MCR Electrical Services,07405 431800,,5,69,https://mcrelectrical.uk/,11385791,MCR ELECTRICAL SERVICES LTD,active,ltd,2018-05-29,43210,38 Woodlands Street Manchester M8 9LL,2027-02-28,2027-05-28,False,False,1,"MASOOD, Idrees (since 2018-05-29)",British,1,Mr Idrees Masood,ownership-of-shares-75-to-100-percent; voting-rights-75-to-100-percent,23,"{""confirmation-statement"": 8, ""miscellaneous"": 2, ""address"": 2, ""accounts"": 7, ""resolution"": 1, ""persons-with-significant-control"": 2, ""incorporation"": 1}",2026-09-09,3039,1,1
electrician,Manchester,24hr Electrician of Manchester,0161 531 2806,"Statham House, Talbot Rd, Old Trafford, Stretford, Manchester M32 0FP",5,14,https://electrician24hr.lovable.app/,13190352,ESSEX ELECTRICIAN 24HR LIMITED,liquidation,ltd,2021-02-09,43210,Unit 2.01 Hollinwood Buisness Centre Hollinwood OL8 3QL,2026-12-31,2025-10-14,False,True,5,"MAY, Daniel Peter (since 2023-10-14); HARBER, Clare (since 2023-09-27); HARBER, Clare (since 2021-03-01); MAY, Daniel Peter (since 2021-07-21); MAY, Daniel Peter (since 2021-02-09)",British,7,Mr Daniel Peter May,ownership-of-shares-75-to-100-percent; voting-rights-75-to-100-percent; significant-influence-or-control; right-to-appoint-and-remove-directors,25,"{""address"": 2, ""insolvency"": 2, ""resolution"": 1, ""accounts"": 4, ""confirmation-statement"": 5, ""mortgage"": 1, ""officers"": 4, ""persons-with-significant-control"": 6}",2025-08-15,2052,0,1
electrician,Manchester,NHElectricals ltd,07533 202575,"81 Langport Ave, Manchester, M12 4NR",4.7,42,http://www.nhelectricals.co.uk/,07249538,N.H.ELECTRICALS AND PROPERTY MAINTENANCE LTD,dissolved,ltd,2010-05-11,,1 The Fold Wallsends NE6 4XL,,,False,False,1,"HOBBS, Nigel Leslie (since 2010-05-11)",English,0,,,3,"{""gazette"": 2, ""incorporation"": 1}",2011-12-27,5979,0,1
electrician,Manchester,Electric-Call Services Limited,0161 637 0734,"Address: Adamson House, Towers Business Park, Wilmslow Rd Didsbury, Greater, Manchester, M20 2YY",4.7,55,https://electric-call.co.uk/,11926585,ELECTRIC-CALL SERVICES LTD,active,ltd,2019-04-04,43210,Adamson House Towers Business Park Manchester M20 2YY,2027-01-31,2027-04-03,False,False,1,"SEATON, Vincent (since 2019-04-04)",British,1,Mr Vincent Seaton,ownership-of-shares-75-to-100-percent; voting-rights-75-to-100-percent; right-to-appoint-and-remove-directors,19,"{""persons-with-significant-control"": 1, ""officers"": 1, ""confirmation-statement"": 7, ""accounts"": 6, ""address"": 2, ""resolution"": 1, ""incorporation"": 1}",2026-05-07,2729,1,1
electrician,Manchester,AH Electrical Services,,,5,407,http://ahelectricalservices.co.uk/,15342420,AH ELECTRICAL SERVICES LIMITED,active,ltd,2023-12-11,43210,120 Russell Street Manchester M16 7JL,2026-09-30,2026-12-18,False,False,1,"HADDAD, Adam (since 2023-12-11)",British,1,Mr Adam Haddad,ownership-of-shares-75-to-100-percent; voting-rights-75-to-100-percent,5,"{""confirmation-statement"": 3, ""accounts"": 1, ""incorporation"": 1}",2025-12-24,1017,1,1
electrician,Manchester,Local Electrician 24-7 ltd | Electrical Services,07999 553838,"Seymour Grove, Old Trafford, Stretford, Manchester, M16 0TU",5,92,https://localelectrician24-7.co.uk/,16472847,LOCAL ELECTRICIAN 24-7 LTD,active,ltd,2025-05-24,43210,23 Assheton Crescent Manchester M40 1NN,2027-02-24,2027-05-23,False,False,2,"BABANZADEH, Mohammad (since 2025-05-24); ESFANDIAR, Mahmoud (since 2025-05-24)",Iranian,2,Mr Mahmoud Esfandiar; Mr Mohammad Babanzadeh,right-to-appoint-and-remove-directors; voting-rights-50-to-75-percent; voting-rights-25-to-50-percent; ownership-of-shares-25-to-50-percent; ownership-of-shares-50-to-75-percent,2,"{""confirmation-statement"": 1, ""incorporation"": 1}",2026-06-30,487,1,1
electrician,Manchester,Manchester Electric,0161 850 1610,,4.8,110,http://www.manchesterelectric.co.uk/,08258752,MANCHESTER ELECTRIC LTD,active,ltd,2012-10-18,43210,Unit 8 2nd Floor Manchester M1 5QF,2026-12-31,2026-10-18,False,False,1,"GALATI, Luciano (since 2012-10-18)",British,1,Mr Luciano Galati,ownership-of-shares-75-to-100-percent; voting-rights-75-to-100-percent,25,"{""accounts"": 13, ""confirmation-statement"": 10, ""annual-return"": 2}",2025-12-02,5088,1,1
electrician,Manchester,"HD Electrics – Electrical Services in South Manchester, Cheshire & Stockport",07871 238999,,5,53,https://hd-electrics.com/,10740634,"LIVERPOOL, MANCHESTER, CHESHIRE GASTROENTEROLOGY LIMITED",active,ltd,2017-04-25,86210,"C/O Echo Tax, Spaces Manchester Peter House Manchester M1 5AN",2027-01-31,2026-09-26,False,False,2,"SARKAR, Arun George (since 2024-10-31); SARKAR, Sanchoy (since 2017-04-25)",British; English,1,Sanchoy Sarkar,ownership-of-shares-75-to-100-percent; voting-rights-75-to-100-percent; right-to-appoint-and-remove-directors,25,"{""accounts"": 8, ""confirmation-statement"": 9, ""officers"": 2, ""persons-with-significant-control"": 1, ""address"": 3, ""capital"": 2}",2025-10-20,3438,1,1
electrician,Manchester,RN Electrical Services,07976 837343,"25 St Brannocks Rd, Chorlton-cum-Hardy, Manchester, M21 0UP",5,133,http://rnelectricalservices.co.uk/,09935354,RN ELECTRICAL SERVICES LIMITED,dissolved,ltd,2016-01-05,33140,"4th Floor, Park Gate Brighton BN1 6AF",,,False,False,1,"NAISH, Roy (since 2016-01-05)",British,2,Mrs Joanna Carol Naish; Mr Roy Naish,ownership-of-shares-25-to-50-percent; ownership-of-shares-50-to-75-percent,21,"{""gazette"": 2, ""dissolution"": 1, ""confirmation-statement"": 6, ""accounts"": 5, ""officers"": 1, ""persons-with-significant-control"": 3, ""capital"": 1, ""address"": 1, ""incorporation"": 1}",2022-09-13,3914,0,1
electrician,Manchester,Twin & Earth Electrical,07852 704349,"15 Armadale Ave, Manchester, M9 6HS",5,19,,16338302,TWIN & EARTH ELECTRICAL LTD,dissolved,ltd,2025-03-24,"33140,43210",4 Mill Lake Factory Hill Gillingham SP8 5FS,,,False,False,2,"GADD, Gareth (since 2025-03-24); WALTON, Hannah Elizabeth (since 2025-03-24)",British; English,1,Mr Gareth Gadd,ownership-of-shares-75-to-100-percent; voting-rights-75-to-100-percent; right-to-appoint-and-remove-directors,5,"{""gazette"": 2, ""dissolution"": 1, ""confirmation-statement"": 1, ""incorporation"": 1}",2026-07-14,548,0,1
electrician,Manchester,HRS Electrical Works ltd,07545 395414,"Bury New Rd, Salford, Manchester, M8 8EG",5,84,https://localmanchesterelectrician.co.uk/,16197910,HRS ELECTRICAL WORKS LTD,active,ltd,2025-01-21,"33140,43210",31 Venture Scout Way Manchester M8 8SY,2026-10-21,2027-01-20,False,False,1,"SHAFIQ, Hafeez -U- Rehman (since 2025-01-21)",British,1,Mr Hafeez -U- Rehman Shafiq,ownership-of-shares-75-to-100-percent; voting-rights-75-to-100-percent,2,"{""confirmation-statement"": 1, ""incorporation"": 1}",2026-02-11,610,1,1
electrician,Manchester,Prime Electrical Manchester Ltd,07735 904738,"Sutton Dr, Droylsden, Manchester, M43 7RX",5,17,https://www.primeelectricalmcr.co.uk/,16179344,PRIME ELECTRICAL MANCHESTER LTD,active,ltd,2025-01-13,43210,31 Sutton Drive Manchester M43 7RX,2026-10-13,2027-01-12,False,False,1,"SMITH, Daniel (since 2025-01-13)",British,1,Mr Daniel Smith,ownership-of-shares-75-to-100-percent; voting-rights-75-to-100-percent; right-to-appoint-and-remove-directors,2,"{""confirmation-statement"": 1, ""incorporation"": 1}",2026-05-19,618,1,1
dog_groomers,Manchester,"The Mutts Club, Manchester City Centre Dog Grooming",0161 413 3969,"Unit 5, The Mutts Club, 2 Lampwick Ln, Manchester M4 6BU",4.9,76,http://www.themuttsclub.co.uk/,16859871,MACKEM MUTTS DOG GROOMING LTD,active,ltd,2025-11-17,96090,1 Fountains Reach Preston PR5 4UF,2027-08-17,2026-11-16,False,False,1,"PRIOR, Lucy (since 2025-11-17)",British,1,Miss Lucy Prior,ownership-of-shares-75-to-100-percent; voting-rights-75-to-100-percent; right-to-appoint-and-remove-directors,1,"{""incorporation"": 1}",2025-11-17,310,1,1
dog_groomers,Manchester,"Arch & Bark Ltd, Manchester City Centre Dog Groomers",07776 765473,"4 Mirabel St, Cheetham Hill, Manchester, M3 1PJ",5,10,https://www.archandbark.co.uk/,16875165,BARKBERRY YARD DOG GROOMERS AND ACADEMY LTD,active,ltd,2025-11-26,96090,Cedar House The Bell Plantation Towcester NN12 6GX,2027-08-26,2026-11-25,False,False,1,"BURROWS, Leah Marie (since 2025-11-26)",British,1,Miss Leah Marie Burrows,ownership-of-shares-75-to-100-percent; voting-rights-75-to-100-percent; right-to-appoint-and-remove-directors,1,"{""incorporation"": 1}",2025-11-26,301,1,1
